,Country,Crop,Year,average_rainfall_in_mm_per_year,pesticides_in_tons_used,avg_temp,hg/ha_yield
26683,Turkey,Potatoes,1996,593.0,30286.0,13.77,235756
15112,Indonesia,"Rice, paddy",2006,2702.0,1597.0,26.98,46201
18462,Malaysia,Cassava,2002,2875.0,39406.48,27.57,172414
12142,India,Potatoes,1999,1083.0,46195.0,24.9,175712
25696,Sri Lanka,Soybeans,1991,1712.0,1409.15,26.53,9747
25913,Suriname,Maize,1993,2331.0,188.0,26.83,20651
24123,Rwanda,Maize,2011,1212.0,181.6,19.59,23529
15809,Italy,Sweet potatoes,1997,832.0,84799.0,13.13,199328
24413,Senegal,Potatoes,2004,686.0,419.97,25.38,149835
18357,Malawi,Cassava,2007,1181.0,524.46,20.67,187722
11571,India,Cassava,1996,1083.0,56114.0,26.46,238528
9793,Guinea,Sorghum,2006,1651.0,376.19,27.2,10417
5256,Burundi,Wheat,2002,1274.0,98.1,21.45,8290
8392,Egypt,"Rice, paddy",2013,51.0,13653.0,22.91,95865
24136,Rwanda,Soybeans,2012,1212.0,925.52,19.79,5862
25822,Sri Lanka,"Rice, paddy",2008,1712.0,1152.39,26.42,36800
2603,Brazil,Soybeans,1990,1761.0,49695.0,27.07,17322
4684,Brazil,Soybeans,2012,1761.0,346583.0,26.13,26366
4405,Brazil,Wheat,2009,1761.0,335742.0,27.39,20802
20736,Morocco,Wheat,2009,346.0,13697.0,18.73,21398
13197,India,Potatoes,2006,1083.0,37423.0,25.85,185920
19856,Mexico,Sweet potatoes,2004,758.0,26433.14,21.24,218597
28057,Zambia,Wheat,2013,1020.0,1670.0,20.14,65435
26237,Tajikistan,Potatoes,2004,691.0,228.5,9.24,183006
6310,Chile,Wheat,1991,1522.0,15373.0,6.37,34057
6340,Chile,Wheat,1994,1522.0,15373.0,6.7,35157
23634,Portugal,Potatoes,1996,854.0,12457.0,16.12,145807
10645,India,Sweet potatoes,1990,1083.0,75000.0,25.12,79663
7191,Dominican Republic,Plantains and others,1996,1410.0,3493.0,26.31,81850
8137,Egypt,Potatoes,1994,51.0,4283.0,21.1,204487
2665,Brazil,Potatoes,1991,1761.0,58349.44,17.95,140264
13760,India,Sorghum,2009,1083.0,28707.01,26.76,9621
10473,Hungary,Potatoes,2009,589.0,11144.0,11.48,251082
2612,Brazil,Sweet potatoes,1990,1761.0,49695.0,27.65,101661
10293,Honduras,Maize,2006,1976.0,4297.51,24.88,15394
5519,Cameroon,Maize,2008,1604.0,882.13,25.42,20000
9939,Guyana,Yams,2007,2387.0,246.5,27.3,96154
21313,Nicaragua,Maize,1990,2280.0,575.0,27.03,12825
27454,Ukraine,Potatoes,2009,565.0,36444.7,8.82,139298
11598,India,Maize,1996,1083.0,56114.0,24.78,17094
14473,India,Sorghum,2013,1083.0,45620.0,26.12,8502
14028,India,Cassava,2011,1083.0,55540.0,25.63,364770
4758,Brazil,"Rice, paddy",2013,1761.0,367778.0,20.07,50071
23275,Papua New Guinea,Sweet potatoes,2008,3142.0,105.0,25.17,50000
6507,Chile,Sweet potatoes,2012,1522.0,9830.72,13.48,107692
18383,Malawi,Plantains and others,2010,1181.0,584.12,21.34,97581
12505,India,"Rice, paddy",2001,1083.0,43720.04,27.2,31158
24823,South Africa,Soybeans,1999,495.0,26098.8,21.64,15249
9369,Greece,Soybeans,1997,652.0,9223.0,17.35,22651
9531,Guatemala,Potatoes,1996,1996.0,12004.33,19.48,209629
13254,India,Soybeans,2006,1083.0,37423.0,26.39,10628
13168,India,Maize,2006,1083.0,37423.0,25.42,19125
15630,Iraq,Maize,2012,216.0,1979.27,24.34,33444
19391,Mexico,Sorghum,1996,758.0,34468.93,16.08,31169
25389,Spain,Maize,1999,636.0,33614.0,12.09,94808
21138,Nepal,"Rice, paddy",2011,1500.0,342.92,15.12,29805
20403,Mexico,Potatoes,2013,758.0,59920.18,24.19,267752
18130,Madagascar,Cassava,1999,1513.0,49.52,19.82,69994
5905,Canada,Soybeans,2004,537.0,36138.0,4.46,25939
22663,Pakistan,Potatoes,2006,494.0,6925.13,19.53,133447
9394,Greece,Potatoes,2001,652.0,10725.0,18.67,204626
1967,Azerbaijan,Soybeans,2010,447.0,333.85,13.85,7136
5579,Canada,Maize,1990,537.0,29568.0,9.48,68602
19580,Mexico,"Rice, paddy",1999,758.0,34468.93,19.27,47762
18904,Mauritius,Sweet potatoes,1996,2041.0,517.61,23.89,150000
15806,Italy,Soybeans,1997,832.0,84799.0,8.18,38018
6196,Central African Republic,Potatoes,1999,1342.0,22.87,25.05,25434
13875,India,Maize,2010,1083.0,40093.69,27.29,25401
3857,Brazil,Potatoes,2004,1761.0,214725.0,27.24,213525
8402,El Salvador,Maize,1990,1784.0,2524.0,26.06,21383
11406,India,Maize,1995,1083.0,61257.0,26.15,15946
18208,Madagascar,Sweet potatoes,2009,1513.0,143.9,20.13,71721
14718,Indonesia,Soybeans,1994,2702.0,1597.0,25.21,11123
19405,Mexico,Soybeans,1996,758.0,34468.93,17.2,11429
19550,Mexico,Wheat,1998,758.0,34468.93,21.38,42077
15726,Italy,Wheat,1991,832.0,88916.6,7.28,35094
4085,Brazil,Soybeans,2006,1761.0,238716.0,18.47,23796
15051,Indonesia,Sweet potatoes,2004,2702.0,1597.0,27.57,103053
1587,Australia,Sorghum,2009,534.0,38065.68,18.18,35096
18664,Mali,Soybeans,2008,282.0,9.99,27.62,6214
3837,Brazil,Cassava,2004,1761.0,214725.0,25.94,136343
14644,Indonesia,"Rice, paddy",1992,2702.0,825.0,26.72,43446
27530,United Kingdom,Wheat,1994,1220.0,33929.0,9.86,73520
26138,Switzerland,Maize,2006,1537.0,1359.04,8.19,84488
19524,Mexico,Sorghum,1998,758.0,34468.93,20.31,33152
1564,Australia,Maize,2009,534.0,38065.68,17.39,58171
20754,Morocco,Potatoes,2011,346.0,13697.0,18.59,297584
14721,Indonesia,Soybeans,1994,2702.0,1597.0,27.34,11123
14447,India,"Rice, paddy",2013,1083.0,45620.0,27.37,36070
8212,Egypt,Sorghum,1999,51.0,4823.0,22.28,57692
23111,Pakistan,"Rice, paddy",2013,494.0,0.92,25.95,37528
18217,Madagascar,Wheat,2010,1513.0,241.89,20.31,23982
11863,India,Soybeans,1997,1083.0,52279.0,26.53,10789
27630,United Kingdom,Wheat,2005,1220.0,31415.27,10.24,79609
19713,Mexico,Sorghum,2001,758.0,31373.3,25.11,33800
21249,New Zealand,Potatoes,1997,1732.0,3249.0,12.77,445545
19691,Mexico,Maize,2001,758.0,31373.3,22.6,25777
13077,India,Soybeans,2005,1083.0,35342.0,26.83,10734
22579,Pakistan,Wheat,2004,494.0,8903.48,27.5,23733
20018,Mexico,Potatoes,2007,758.0,64501.28,20.17,270565
26411,Thailand,Sorghum,2007,1622.0,66858.0,27.79,17545
1655,Australia,Potatoes,2011,534.0,47632.99,19.88,350887
2337,Bangladesh,Potatoes,2011,2666.0,14798.28,25.8,180931
15241,Indonesia,Maize,2010,2702.0,1597.0,27.25,44359
18333,Malawi,Cassava,2004,1181.0,48.28,20.44,161644
25878,Sudan,Yams,2012,1712.0,2469.47,26.42,19737
10534,India,Maize,1990,1083.0,75000.0,25.77,15178
11115,India,"Rice, paddy",1993,1083.0,66388.0,27.04,28303
10168,Honduras,Cassava,1991,1976.0,6289.7,24.61,76776
16229,Japan,Maize,1991,1668.0,79821.18,15.49,24896
21341,Nicaragua,Soybeans,1993,2280.0,977.0,27.05,16949
12419,India,Wheat,2000,1083.0,44957.52,24.57,27785
28230,Zimbabwe,Sorghum,2012,657.0,3375.53,20.52,2046
17952,Libya,Wheat,2006,56.0,4847.0,20.64,7879
16875,Japan,Soybeans,2007,1668.0,61164.07,16.55,16392
13227,India,"Rice, paddy",2006,1083.0,37423.0,27.15,31759
22563,Pakistan,Soybeans,2004,494.0,8903.48,26.96,12450
6780,Colombia,Potatoes,2005,3240.0,117881.45,22.69,151954
677,Argentina,Sweet potatoes,2009,591.0,61586.56,18.16,151208
20798,Mozambique,Sweet potatoes,1990,1032.0,102.26,21.51,58544
17581,Kenya,Cassava,2009,630.0,1578.0,17.3,116431
25786,Sri Lanka,Cassava,2004,1712.0,1733.07,26.64,95411
19420,Mexico,Wheat,1996,758.0,34468.93,19.27,41706
3436,Brazil,Cassava,1999,1761.0,127585.0,17.66,132795
3387,Brazil,Sorghum,1998,1761.0,118930.56,24.78,17768
490,Argentina,Cassava,1997,591.0,77691.0,18.54,100000
9941,Guyana,Maize,2008,2387.0,234.27,27.31,13333
28223,Zimbabwe,Soybeans,2011,657.0,3340.35,20.78,12054
17407,Kenya,Soybeans,1990,630.0,3469.0,15.94,8000
1645,Australia,Wheat,2010,534.0,42169.39,14.23,15729
12563,India,Soybeans,2001,1083.0,43720.04,25.82,9400
23725,Portugal,"Rice, paddy",2012,854.0,12444.24,16.24,59995
21659,Norway,Wheat,1991,1414.0,760.0,3.4,46547
9172,Ghana,Yams,1991,1187.0,65.8,26.6,115790
17150,Kazakhstan,Maize,1992,250.0,17182.0,2.78,31214
2663,Brazil,Potatoes,1991,1761.0,58349.44,21.43,140264
27033,Turkey,Maize,2010,593.0,38554.69,15.6,72614
21032,Namibia,Maize,2013,285.0,56.0,20.73,18683
12820,India,Maize,2004,1083.0,35113.0,27.23,19073
16098,Jamaica,Yams,2000,2051.0,909.71,26.96,154994
19824,Mexico,Potatoes,2004,758.0,26433.14,21.24,242399
4403,Brazil,Wheat,2009,1761.0,335742.0,18.38,20802
23693,Portugal,Maize,2007,854.0,16682.39,16.11,58412
10340,Honduras,Potatoes,2011,1976.0,6324.41,24.63,159629
19987,Mexico,Sweet potatoes,2006,758.0,50891.95,23.33,212942
23558,Poland,Maize,2004,600.0,8726.0,8.33,56935
2008,Bahamas,Maize,1999,1292.0,484.59,25.31,21657
4185,Brazil,Soybeans,2007,1761.0,304031.0,27.92,28133
27711,United Kingdom,Wheat,2013,1220.0,17673.46,8.39,73838
7812,Ecuador,Maize,2004,2274.0,29799.84,22.04,18841
20642,Morocco,Potatoes,2002,346.0,14249.71,18.19,231985
14686,Indonesia,Soybeans,1993,2702.0,1597.0,26.88,11621
6624,Colombia,Soybeans,1995,3240.0,20156.23,22.27,21075
10043,Haiti,Potatoes,1998,1440.0,23.78,27.57,127059
2408,Belarus,Wheat,2002,618.0,8306.31,7.34,26919
7292,Dominican Republic,Sorghum,2002,1410.0,4018.07,27.08,19380
1101,Australia,Wheat,1996,534.0,31185.0,17.05,21673
940,Australia,Potatoes,1993,534.0,23899.0,16.71,290981
26672,Turkey,Wheat,1995,593.0,27328.0,12.06,19315
1886,Azerbaijan,Soybeans,1994,447.0,148.68,11.32,1905
8526,El Salvador,Sorghum,2006,1784.0,2265.72,26.14,18397
5403,Cameroon,Sorghum,1995,1604.0,48.35,25.21,8679
25334,Spain,Sorghum,1996,636.0,33236.0,16.72,47204
5643,Canada,Soybeans,1992,537.0,29387.0,8.77,23363
21454,Nicaragua,Yams,2008,2280.0,10173.91,26.75,133097
20251,Mexico,Wheat,2010,758.0,63402.29,21.99,54185
16643,Japan,Yams,2000,1668.0,79821.18,15.67,226577
3106,Brazil,Sweet potatoes,1995,1761.0,92967.22,18.27,110676
24261,Saudi Arabia,Maize,2005,59.0,3875.97,26.47,37301
13292,India,Sweet potatoes,2006,1083.0,37423.0,24.98,86849
2842,Brazil,Cassava,1993,1761.0,75658.33,17.93,120628
14769,Indonesia,Cassava,1996,2702.0,1597.0,27.2,120150
15831,Italy,"Rice, paddy",1999,832.0,81583.0,12.95,64635
21604,Niger,Sorghum,2006,151.0,21.12,29.78,3463
27605,United Kingdom,Potatoes,2002,1220.0,30995.26,10.28,440886
11243,India,Maize,1994,1083.0,61357.0,25.71,14480
7575,Ecuador,Potatoes,1994,2274.0,2670.0,21.46,81368
12092,India,Cassava,1999,1083.0,46195.0,26.36,239523
7180,Dominican Republic,Sorghum,1995,1410.0,3449.0,26.82,24329
4588,Brazil,Sweet potatoes,2011,1761.0,345026.0,21.74,124266
16760,Japan,Wheat,2004,1668.0,64688.88,14.05,40466
394,Argentina,Cassava,1991,591.0,26156.0,17.86,100000
15793,Italy,Soybeans,1996,832.0,74617.2,12.28,36951
24810,South Africa,Maize,1999,495.0,26098.8,16.09,22274
7336,Dominican Republic,Potatoes,2006,1410.0,4116.45,27.01,222125
5103,Burkina Faso,Potatoes,2009,748.0,132.3,29.05,18111
19326,Mexico,"Rice, paddy",1995,758.0,34468.93,21.5,46792
15324,Indonesia,"Rice, paddy",2012,2702.0,1597.0,25.59,51360
23240,Papua New Guinea,Sweet potatoes,2002,3142.0,105.0,25.48,47573
4779,Brazil,Soybeans,2013,1761.0,367778.0,27.71,29285
24199,Saudi Arabia,Potatoes,1996,59.0,994.0,26.37,196701
21113,Nepal,"Rice, paddy",2006,1500.0,128.73,15.92,27166
14535,India,Wheat,2013,1083.0,45620.0,27.37,31538
6475,Chile,"Rice, paddy",2009,1522.0,9830.72,13.04,53763
21809,Pakistan,Soybeans,1991,494.0,5962.0,22.48,4992
10312,Honduras,Plantains and others,2008,1976.0,5130.42,24.25,86715
19934,Mexico,Wheat,2005,758.0,51741.99,21.42,47517
8839,France,"Rice, paddy",2005,867.0,78265.0,11.55,57314
27453,Ukraine,Maize,2009,565.0,36444.7,8.82,50195
22728,Pakistan,"Rice, paddy",2007,494.0,5935.96,25.16,33176
2536,Botswana,Maize,2011,416.0,17.0,19.19,3473
21168,Netherlands,Wheat,1995,778.0,12601.0,10.25,86189
551,Argentina,Wheat,2000,591.0,63265.78,16.98,24873
11659,India,Sorghum,1996,1083.0,56114.0,26.46,9591
9262,Ghana,Plantains and others,2006,1187.0,771.58,27.1,96990
23599,Portugal,"Rice, paddy",1990,854.0,9357.0,16.55,46142
21516,Niger,Cassava,1993,151.0,62.0,29.64,116500
12098,India,Cassava,1999,1083.0,46195.0,24.9,239523
7186,Dominican Republic,Cassava,1996,1410.0,3493.0,26.29,60748
4817,Brazil,Yams,2013,1761.0,367778.0,25.19,96078
8433,El Salvador,Cassava,1994,1784.0,3630.31,26.33,201298
982,Australia,Potatoes,1994,534.0,21057.0,16.43,294270
6231,Central African Republic,Potatoes,2005,1342.0,22.87,25.92,18862
16840,Japan,Sweet potatoes,2006,1668.0,65248.26,15.43,242377
10543,India,Maize,1990,1083.0,75000.0,26.63,15178
10341,Honduras,"Rice, paddy",2011,1976.0,6324.41,24.63,57761
10406,Hungary,Maize,1997,589.0,4445.0,9.89,64480
16895,Japan,Yams,2007,1668.0,61164.07,15.94,230788
11728,India,Wheat,1996,1083.0,56114.0,25.34,24828
11480,India,Sorghum,1995,1083.0,61257.0,26.13,8235
18681,Mali,Sorghum,2010,282.0,3.84,28.18,9951
454,Argentina,Sweet potatoes,1994,591.0,30195.0,18.31,176667
21097,Nepal,Potatoes,2002,1500.0,132.36,15.44,109018
23173,Papua New Guinea,Maize,1993,3142.0,172.0,25.02,30769
18750,Mauritania,"Rice, paddy",1995,92.0,39.09,27.7,39360
27341,Uganda,Plantains and others,2012,1180.0,88.0,24.03,45999
15117,Indonesia,Soybeans,2006,2702.0,1597.0,27.55,12878
18793,Mauritania,Sorghum,2001,92.0,39.09,28.28,3322
25141,South Africa,Wheat,2011,495.0,26857.0,18.75,33157
7908,Ecuador,Soybeans,2007,2274.0,14156.16,21.68,17188
10999,India,Sweet potatoes,1992,1083.0,70791.0,26.32,82835
16203,Japan,Soybeans,1990,1668.0,79821.18,16.46,15106
2639,Brazil,Yams,1990,1761.0,49695.0,24.64,91489
19225,Mexico,Wheat,1993,758.0,34468.93,24.75,40821
12974,India,Cassava,2005,1083.0,35342.0,27.49,304978
27020,Turkey,Soybeans,2009,593.0,37651.15,19.94,36570
4695,Brazil,Sweet potatoes,2012,1761.0,346583.0,26.13,121926
25914,Suriname,Plantains and others,1993,2331.0,188.0,26.83,192946
18471,Malaysia,Maize,2005,2875.0,39406.48,27.59,30000
5306,Burundi,"Rice, paddy",2009,1274.0,177.75,21.42,32680
21373,Nicaragua,Soybeans,1997,2280.0,3207.4,27.43,21333
18825,Mauritania,Maize,2007,92.0,9.8,27.88,7116
23184,Papua New Guinea,Sweet potatoes,1994,3142.0,176.0,25.07,45000
11739,India,Cassava,1997,1083.0,52279.0,25.09,221117
18877,Mauritius,"Rice, paddy",1990,2041.0,889.0,23.84,63333
26805,Turkey,Potatoes,2001,593.0,25539.0,20.09,250409
7515,Ecuador,Maize,1992,2274.0,2012.0,21.94,10416
12095,India,Cassava,1999,1083.0,46195.0,25.5,239523
16950,Japan,Potatoes,2009,1668.0,60970.8,13.55,295909
7997,Ecuador,Wheat,2010,2274.0,31637.12,22.3,8912
16912,Japan,"Rice, paddy",2008,1668.0,58750.0,15.55,67786
26182,Tajikistan,Maize,1994,691.0,714.0,8.01,18000
14502,India,Soybeans,2013,1083.0,45620.0,25.98,10123
18795,Mauritania,Wheat,2001,92.0,39.09,28.28,15855
15423,Iraq,Soybeans,1993,216.0,692.0,18.75,14815
2210,Bangladesh,Sweet potatoes,2000,2666.0,3170.0,25.91,92479
19284,Mexico,Sweet potatoes,1994,758.0,34468.93,19.79,198359
19794,Mexico,Sweet potatoes,2002,758.0,16189.88,19.93,184236
662,Argentina,Sweet potatoes,2008,591.0,87149.01,18.39,145105
21343,Nicaragua,Cassava,1994,2280.0,799.0,27.26,112088
606,Argentina,Potatoes,2005,591.0,65437.73,17.83,283917
9110,Germany,Wheat,2009,700.0,39289.43,10.06,78091
14374,India,Cassava,2013,1083.0,45620.0,26.69,349594
6508,Chile,Sweet potatoes,2012,1522.0,9830.72,6.82,107692
13447,India,Soybeans,2007,1083.0,27422.77,27.31,12351
18449,Malaysia,Sweet potatoes,1998,2875.0,39406.48,27.89,112000
14379,India,Cassava,2013,1083.0,45620.0,26.37,349594
4257,Brazil,Potatoes,2008,1761.0,312637.0,25.54,253729
2993,Brazil,Soybeans,1994,1761.0,84312.78,21.91,21632
28217,Zimbabwe,Wheat,2010,657.0,3305.17,21.17,27681
27885,Zambia,"Rice, paddy",1991,1020.0,1080.0,20.84,10857
26304,Thailand,Potatoes,1991,1622.0,18849.0,27.85,83333
18095,Madagascar,Soybeans,1994,1513.0,76.15,19.96,6264
4275,Brazil,Sorghum,2008,1761.0,312637.0,26.94,24105
779,Armenia,Potatoes,2004,562.0,204.77,9.55,161509
27131,Turkey,"Rice, paddy",2013,593.0,39440.0,13.27,81380
1572,Australia,Potatoes,2009,534.0,38065.68,12.87,361747
15454,Iraq,"Rice, paddy",1996,216.0,616.0,23.96,22500
19083,Mexico,Soybeans,1991,758.0,34468.93,22.5,21218
12887,India,Sorghum,2004,1083.0,35113.0,25.98,7161
13753,India,"Rice, paddy",2009,1083.0,28707.01,27.43,32366
4729,Brazil,Cassava,2013,1761.0,367778.0,25.19,140795
5749,Canada,Maize,1997,537.0,38258.2,3.99,68702
4243,Brazil,Maize,2008,1761.0,312637.0,18.8,40800
12507,India,"Rice, paddy",2001,1083.0,43720.04,24.5,31158
26369,Thailand,Sorghum,2000,1622.0,20334.0,27.52,17302
23151,Papua New Guinea,Cassava,1990,3142.0,121.0,25.27,105566
9150,Germany,Maize,2013,700.0,43756.1,9.17,88276
3747,Brazil,Maize,2002,1761.0,145552.0,27.27,30559
14516,India,Sweet potatoes,2013,1083.0,45620.0,26.84,101288
24847,South Africa,Sorghum,2000,495.0,26857.0,20.74,33246
23664,Portugal,Potatoes,2001,854.0,15503.0,16.2,149725
767,Armenia,Potatoes,1999,562.0,60.38,10.11,130618
5574,Cameroon,Soybeans,2013,1604.0,1372.47,25.45,13228
19782,Mexico,Sorghum,2002,758.0,16189.88,21.5,29859
3728,Brazil,Yams,2001,1761.0,151523.0,24.99,90385
19914,Mexico,Soybeans,2005,758.0,51741.99,20.09,19450
21277,New Zealand,Potatoes,2005,1732.0,4058.0,13.63,460829
20951,Mozambique,Sorghum,2013,1032.0,766.93,21.37,3572
12807,India,Cassava,2004,1083.0,35113.0,27.16,270436
21518,Niger,Potatoes,1993,151.0,62.0,29.64,224600
22867,Pakistan,Sorghum,2009,494.0,3957.61,27.41,6204
2400,Belarus,Maize,2000,618.0,8306.31,7.52,23077
27074,Turkey,"Rice, paddy",2011,593.0,39534.43,17.6,90559
27520,United Kingdom,Wheat,1993,1220.0,32387.0,9.14,73282
2433,Belarus,Maize,2012,618.0,9578.67,6.33,50407
24366,Senegal,"Rice, paddy",1995,686.0,435.31,25.33,22497
5585,Canada,Potatoes,1990,537.0,29568.0,9.48,250994
10684,India,Cassava,1991,1083.0,72133.0,25.74,218925
15129,Indonesia,Cassava,2007,2702.0,1597.0,27.29,166362
24004,Rwanda,Yams,1996,1212.0,218.6,19.31,38151
6126,Canada,Wheat,2013,537.0,81659.8,7.86,35943
16441,Japan,Potatoes,1996,1668.0,79821.18,15.2,299709
7395,Dominican Republic,Cassava,2010,1410.0,6316.61,27.01,84606
4851,Bulgaria,"Rice, paddy",1995,608.0,3519.75,8.69,36116
25234,Spain,Soybeans,1991,636.0,39147.0,16.58,26222
23531,Poland,Maize,1994,600.0,9330.0,8.78,37503
10978,India,Soybeans,1992,1083.0,70791.0,25.52,8947
20674,Morocco,Sorghum,2005,346.0,13966.0,18.15,5451
18115,Madagascar,Maize,1997,1513.0,139.89,19.97,9368
12082,India,Wheat,1998,1083.0,49157.0,24.84,24852
6896,Colombia,Wheat,2011,3240.0,53797.0,22.33,15964
18722,Mauritania,"Rice, paddy",1991,92.0,39.09,27.38,28127
3135,Brazil,Yams,1995,1761.0,92967.22,25.65,91587
13109,India,Sweet potatoes,2005,1083.0,35342.0,25.62,88477
17286,Kazakhstan,"Rice, paddy",2004,250.0,3802.92,4.18,34182
5750,Canada,Maize,1997,537.0,38258.2,6.0,68702
690,Argentina,Sorghum,2010,591.0,105915.04,17.84,48163
24750,South Africa,Wheat,1996,495.0,19508.0,15.23,20961
15431,Iraq,"Rice, paddy",1994,216.0,692.0,20.02,23497
17830,Lesotho,Potatoes,2007,788.0,35.27,14.81,166071
2326,Bangladesh,Sorghum,2010,2666.0,13283.72,26.65,12806
20312,Mexico,Wheat,2011,758.0,65961.1,21.55,54778
2699,Brazil,Soybeans,1991,1761.0,58349.44,17.95,15533
18546,Mali,Sorghum,1994,282.0,30.96,27.05,7641
11589,India,Maize,1996,1083.0,56114.0,25.55,17094
26791,Turkey,Soybeans,2000,593.0,33471.0,10.39,29667
12151,India,Potatoes,1999,1083.0,46195.0,26.21,175712
356,Angola,"Rice, paddy",2011,1010.0,40.0,24.15,8914
10184,Honduras,Cassava,1993,1976.0,6768.0,24.58,70729
25035,South Africa,Potatoes,2008,495.0,26857.0,20.89,340000
13395,India,"Rice, paddy",2007,1083.0,27422.77,25.44,32924
7828,Ecuador,Soybeans,2004,2274.0,29799.84,17.73,16610
21136,Nepal,Maize,2011,1500.0,342.92,15.12,22814
5304,Burundi,Maize,2009,1274.0,177.75,21.42,10032
12748,India,Sweet potatoes,2002,1083.0,42482.56,26.79,85694
4770,Brazil,Sorghum,2013,1761.0,367778.0,27.11,26817
15583,Iraq,Maize,2008,216.0,1245.94,20.46,23492
5408,Cameroon,Cassava,1996,1604.0,180.08,25.0,115500
23387,Peru,Potatoes,1998,1738.0,4374.0,18.13,97887
19388,Mexico,"Rice, paddy",1996,758.0,34468.93,19.27,45412
7414,Dominican Republic,Plantains and others,2011,1410.0,6316.61,26.79,173430
770,Armenia,Potatoes,2000,562.0,69.85,9.68,87349
17042,Japan,Soybeans,2011,1668.0,51796.3,13.32,16006
3931,Brazil,Cassava,2005,1761.0,232232.0,18.53,136059
14109,India,"Rice, paddy",2011,1083.0,55540.0,25.64,35878
3770,Brazil,"Rice, paddy",2002,1761.0,145552.0,19.49,33246
15676,Ireland,Potatoes,2001,1118.0,2333.67,9.27,333986
26687,Turkey,"Rice, paddy",1996,593.0,30286.0,11.92,51114
3620,Brazil,Yams,2000,1761.0,140423.0,21.69,91522
18426,Malaysia,Cassava,1993,2875.0,39406.48,26.99,111111
21800,Pakistan,Sorghum,1991,494.0,5962.0,22.48,5866
26646,Turkey,Wheat,1994,593.0,24219.0,11.7,17975
13587,India,Sorghum,2008,1083.0,14485.33,25.65,10209
17981,Libya,Wheat,2011,56.0,3548.0,19.44,7784
1377,Australia,Sorghum,2004,534.0,36276.0,17.87,27367
9637,Guatemala,Maize,2009,1996.0,13276.7,19.99,19798
25630,Spain,Sorghum,2011,636.0,53549.0,17.98,43201
16704,Japan,"Rice, paddy",2002,1668.0,70262.54,13.42,65823
16884,Japan,Sweet potatoes,2007,1668.0,61164.07,13.68,237936
20947,Mozambique,Cassava,2013,1032.0,766.93,21.37,46115
11343,India,Sweet potatoes,1994,1083.0,61357.0,25.33,84823
15551,Iraq,"Rice, paddy",2005,216.0,873.01,19.96,28879
1795,Austria,Potatoes,1995,1110.0,3402.0,8.79,267949
12426,India,Wheat,2000,1083.0,44957.52,26.43,27785
146,Algeria,Sorghum,1999,89.0,654.45,17.97,27000
14550,Indonesia,Cassava,1990,2702.0,2432.0,25.37,120691
26169,Switzerland,Wheat,2013,1537.0,2098.5,7.94,53834
17362,Kazakhstan,Soybeans,2010,250.0,6283.85,2.95,18489
32,Albania,Potatoes,1996,1485.0,313.96,15.64,106138
20694,Morocco,Wheat,2006,346.0,13697.0,18.51,20365
6355,Chile,"Rice, paddy",1996,1522.0,15373.0,13.16,47704
11747,India,Cassava,1997,1083.0,52279.0,25.75,221117
20956,Namibia,Wheat,1990,285.0,42.0,20.4,44250
17157,Kazakhstan,Soybeans,1992,250.0,17182.0,6.2,11919
19221,Mexico,Sweet potatoes,1993,758.0,34468.93,16.86,185676
18647,Mali,Sweet potatoes,2006,282.0,11.87,27.62,186516
20660,Morocco,Sorghum,2004,346.0,15064.0,18.21,8233
18223,Madagascar,Soybeans,2011,1513.0,310.36,20.33,5962
15173,Indonesia,Maize,2008,2702.0,1597.0,27.34,40776
16571,Japan,Potatoes,1999,1668.0,79821.18,15.79,303275
23837,Romania,Sorghum,1995,637.0,20113.0,11.21,7633
14323,India,Soybeans,2012,1083.0,52980.0,25.98,13530
26074,Sweden,Potatoes,2012,624.0,1814.0,7.21,325809
18143,Madagascar,Soybeans,2000,1513.0,130.46,19.65,6096
20773,Morocco,Soybeans,2012,346.0,13697.0,18.24,10000
7694,Ecuador,Soybeans,1998,2274.0,21500.0,22.72,12691
8036,Ecuador,Potatoes,2012,2274.0,11469.74,22.16,83078
7989,Ecuador,Soybeans,2010,2274.0,31637.12,21.98,16279
17876,Libya,Maize,1993,56.0,87.0,20.12,12878
2384,Belarus,Wheat,1994,618.0,8306.31,6.26,22802
4475,Brazil,Sorghum,2010,1761.0,342580.0,26.3,23172
3853,Brazil,Potatoes,2004,1761.0,214725.0,17.88,213525
11697,India,Sweet potatoes,1996,1083.0,56114.0,26.65,80716
27333,Uganda,Potatoes,2011,1180.0,88.0,23.89,49920
17966,Libya,Maize,2009,56.0,6046.0,20.54,24790
14834,Indonesia,Sweet potatoes,1997,2702.0,1597.0,27.26,94532
6581,Colombia,Potatoes,1993,3240.0,14961.81,27.42,154545
23137,Pakistan,Sweet potatoes,2013,494.0,0.92,27.21,88711
8443,El Salvador,Plantains and others,1995,1784.0,3475.08,26.05,119791
12581,India,Sweet potatoes,2001,1083.0,43720.04,25.33,88368
11187,India,Wheat,1993,1083.0,66388.0,24.34,23267
14299,India,Sorghum,2012,1083.0,52980.0,26.33,9568
8471,El Salvador,Soybeans,1998,1784.0,3009.39,26.48,24000
20595,Morocco,Wheat,1998,346.0,12621.14,18.21,14184
3831,Brazil,Cassava,2004,1761.0,214725.0,17.88,136343
23354,Peru,Soybeans,1994,1738.0,3134.0,17.31,12655
12050,India,Sweet potatoes,1998,1083.0,49157.0,27.87,86907
20313,Mexico,Wheat,2011,758.0,65961.1,25.28,54778
